F/L/Sex,ID,TrialType,Trial#,RunPosition#,Run#,ConditionType,Condition,RT,Error,TotalError,RepeatedError,Target,Globality,RunType,StimuliType
VSF,12,Experiment,1238,6,177,Critical,Local Congruent at 2,13,0,122,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
SEF,14,Experiment,819,7,117,Critical,Local Congruent at 6,13,0,71,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
SEF,14,Experiment,1110,4,159,Critical,Global Congruent at 6,13,0,89,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
SEF,14,Experiment,1217,6,174,Critical,Local Incongruent,13,0,89,0,E,Local,Incongruent,Incongruent Stimuli with Target
DCF,15,Experiment,902,6,129,Critical,Global Incongruent,13,0,64,0,A,Global,Incongruent,Incongruent Stimuli with Target
DCF,15,Experiment,1245,6,178,Critical,Global Congruent at 2,13,0,86,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
SMFWP,21,Experiment,1216,5,174,Critical,Global Incongruent,13,0,140,0,U,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,598,3,86,Critical,Global Congruent at 2,14,0,55,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,768,5,110,Critical,Local Incongruent,14,0,65,0,A,Local,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,1017,2,146,Critical,Global Congruent at 6,14,0,82,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,1168,6,167,Critical,Global Congruent at 6,14,0,85,0,E,Global,Congruent at 6,Congruent Stimuli with Target
FTM,2,Experiment,1244,5,178,Critical,Global Congruent at 6,14,0,86,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
ADF,3,Experiment,161,7,23,Critical,Global Congruent at 2,14,0,63,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,381,3,55,Critical,Global Congruent at 6,14,0,90,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
ADF,3,Experiment,410,4,59,Critical,Global Congruent at 2,14,0,93,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,438,4,63,Control,Local Multiple Absent,14,0,98,0,A,Local,1 Absent,Incongruent Stimuli with Target
ADF,3,Experiment,502,5,72,Critical,Global Congruent at 6,14,0,113,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
ADF,3,Experiment,555,2,80,Critical,Global Incongruent,14,0,114,0,A,Global,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,595,7,85,Critical,Global Incongruent,14,0,114,0,K,Global,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,639,2,92,Critical,Global Congruent at 2,14,0,114,0,U,Global,Congruent at 2,Congruent Stimuli with Target
ADF,3,Experiment,647,3,93,Critical,Local Incongruent,14,0,114,0,A,Local,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,653,2,94,Critical,Global Incongruent,14,0,114,0,G,Global,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,723,2,104,Control,Local Multiple Absent,14,0,124,0,E,Local,3 Absent,Incongruent Stimuli with Target
ADF,3,Experiment,777,7,111,Control,Global Multiple Absent,14,0,138,0,G,Global,1 Absent,Incongruent Stimuli with Target
ADF,3,Experiment,1050,7,150,Control,Local All Random,14,1,201,1,G,Local,All Random,Random Stimuli
ADF,3,Experiment,1158,3,166,Critical,Local Congruent at 6,14,0,206,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
ADF,3,Experiment,1166,4,167,Critical,Local Incongruent,14,0,207,0,A,Local,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,1171,2,168,Critical,Global Congruent at 6,14,0,207,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
ADF,3,Experiment,1189,6,170,Critical,Local Incongruent,14,0,207,0,K,Local,Incongruent,Incongruent Stimuli with Target
KLF,7,Experiment,577,3,83,Critical,Global Incongruent,14,0,34,0,G,Global,Incongruent,Incongruent Stimuli with Target
LDF,8,Experiment,656,5,94,Critical,Local Congruent at 6,14,0,28,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
LDF,8,Experiment,660,2,95,Critical,Global Congruent at 2,14,0,28,0,E,Global,Congruent at 2,Congruent Stimuli with Target
LDF,8,Experiment,1034,5,148,Critical,Local Congruent at 6,14,0,55,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
LDF,8,Experiment,1055,5,151,Critical,Global Incongruent,14,0,55,0,K,Global,Incongruent,Incongruent Stimuli with Target
LDF,8,Experiment,1133,6,162,Critical,Local Congruent at 2,14,0,56,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
LDF,8,Experiment,1154,6,165,Critical,Local Congruent at 6,14,0,56,0,E,Local,Congruent at 6,Congruent Stimuli with Target
VSF,12,Experiment,924,7,132,Control,Local Multiple Incongruent,14,0,100,0,G,Local,Multiple Congruent until P2,Congruent Stimuli with Target
VSF,12,Experiment,1102,3,158,Critical,Local Incongruent,14,0,121,0,G,Local,Incongruent,Incongruent Stimuli with Target
SEF,14,Experiment,1181,5,169,Critical,Local Congruent at 2,14,0,89,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,383,5,55,Control,Global Multiple Incongruent,14,0,43,0,U,Global,Multiple Congruent until P6,Congruent Stimuli with Target
LOF,16,Experiment,660,2,95,Control,Global Multiple Incongruent,14,0,34,0,E,Global,Multiple Congruent until P6,Congruent Stimuli with Target
DFF,19,Experiment,755,6,108,Critical,Global Congruent at 6,14,0,39,0,E,Global,Congruent at 6,Congruent Stimuli with Target
SMFWP,21,Experiment,651,7,93,Critical,Local Congruent at 6,14,0,88,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
SMFWP,21,Experiment,1228,3,176,Critical,Global Congruent at 2,14,0,141,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,1007,6,144,Critical,Global Congruent at 2,15,0,82,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,1162,7,166,Critical,Global Congruent at 6,15,0,85,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
ADF,3,Experiment,128,2,19,Critical,Local Congruent at 2,15,0,56,0,K,Local,Congruent at 2,Congruent Stimuli with Target
ADF,3,Experiment,353,3,51,Control,Local Multiple Incongruent,15,0,88,0,G,Local,Multiple Congruent until P6,Congruent Stimuli with Target
ADF,3,Experiment,672,7,96,Critical,Local Incongruent,15,0,116,0,K,Local,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,692,6,99,Control,Local Multiple Incongruent,15,0,117,0,G,Local,Multiple Congruent until P2,Congruent Stimuli with Target
ADF,3,Experiment,701,1,101,Control,Global Multiple Absent,15,1,119,1,U,Global,7 Absent,Random Stimuli
ADF,3,Experiment,772,2,111,Control,Global Multiple Absent,15,1,137,1,G,Global,1 Absent,Random Stimuli
ADF,3,Experiment,1170,1,168,Critical,Global Congruent at 6,15,0,207,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
ADF,3,Experiment,1196,6,171,Critical,Local Congruent at 6,15,0,207,0,A,Local,Congruent at 6,Congruent Stimuli with Target
ADF,3,Experiment,1241,2,178,Critical,Local Congruent at 2,15,0,208,0,K,Local,Congruent at 2,Congruent Stimuli with Target
ADF,3,Experiment,1255,2,180,Critical,Global Incongruent,15,0,208,0,K,Global,Incongruent,Incongruent Stimuli with Target
HBF,5,Experiment,580,6,83,Critical,Global Congruent at 6,15,0,16,0,E,Global,Congruent at 6,Congruent Stimuli with Target
HBF,5,Experiment,1194,4,171,Critical,Global Congruent at 6,15,0,40,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
LDF,8,Experiment,653,2,94,Critical,Local Congruent at 6,15,0,28,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,633,3,91,Critical,Global Incongruent,15,0,53,0,K,Global,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,1054,4,151,Critical,Local Congruent at 2,15,0,121,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
VSF,12,Experiment,1062,5,152,Critical,Global Congruent at 2,15,0,121,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
VSF,12,Experiment,1239,7,177,Critical,Local Congruent at 2,15,0,122,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
SEF,14,Experiment,586,5,84,Critical,Global Incongruent,15,0,49,0,G,Global,Incongruent,Incongruent Stimuli with Target
SEF,14,Experiment,1148,7,164,Critical,Global Congruent at 6,15,0,89,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
SEF,14,Experiment,1252,6,179,Critical,Global Congruent at 6,15,0,89,0,E,Global,Congruent at 6,Congruent Stimuli with Target
SMFWP,21,Experiment,535,3,77,Critical,Global Congruent at 2,15,0,84,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
SMFWP,21,Experiment,1197,7,171,Critical,Global Incongruent,15,0,140,0,A,Global,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,618,2,89,Critical,Local Congruent at 6,15,0,42,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,1146,5,164,Critical,Global Congruent at 6,16,0,48,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,1206,2,173,Critical,Global Congruent at 6,16,0,48,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,543,4,78,Critical,Local Incongruent,16,0,52,0,E,Local,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,142,2,21,Control,Global All Random,16,0,56,0,G,Global,All Random,Incongruent Stimuli with Target
ADF,3,Experiment,263,4,38,Control,Global Multiple Absent,16,0,66,0,A,Global,6 Absent,Congruent Stimuli with Target
ADF,3,Experiment,604,2,87,Critical,Global Congruent at 6,16,0,114,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
ADF,3,Experiment,622,6,89,Critical,Local Congruent at 2,16,0,114,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,658,7,94,Critical,Global Incongruent,16,0,114,0,G,Global,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,659,1,95,Control,Local All Random,16,0,114,0,U,Local,All Random,Congruent Stimuli with Target
ADF,3,Experiment,670,5,96,Critical,Local Incongruent,16,0,116,0,K,Local,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,681,2,98,Critical,Global Congruent at 6,16,0,116,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
ADF,3,Experiment,689,3,99,Control,Local Multiple Incongruent,16,0,116,0,G,Local,Multiple Congruent until P2,Incongruent Stimuli with Target
ADF,3,Experiment,864,3,124,Critical,Local Congruent at 2,16,0,158,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,1027,5,147,Critical,Local Congruent at 2,16,0,198,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,1242,3,178,Critical,Local Congruent at 2,16,0,208,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,1254,1,180,Critical,Global Incongruent,16,0,208,0,K,Global,Incongruent,Incongruent Stimuli with Target
HWF,4,Experiment,588,7,84,Critical,Local Congruent at 2,16,0,16,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
KLF,7,Experiment,1234,2,177,Critical,Global Congruent at 2,16,0,67,0,E,Global,Congruent at 2,Congruent Stimuli with Target
LDF,8,Experiment,1209,5,173,Critical,Global Congruent at 6,16,0,56,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,1153,5,165,Critical,Local Congruent at 6,16,0,122,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,1195,5,171,Critical,Local Congruent at 2,16,0,122,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
VSF,12,Experiment,1201,4,172,Critical,Local Incongruent,16,0,122,0,U,Local,Incongruent,Incongruent Stimuli with Target
SEF,14,Experiment,609,7,87,Critical,Global Congruent at 6,16,0,49,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
SEF,14,Experiment,1091,6,156,Critical,Global Congruent at 2,16,0,89,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
SEF,14,Experiment,1223,5,175,Critical,Local Incongruent,16,0,89,0,U,Local,Incongruent,Incongruent Stimuli with Target
SSF,18,Experiment,936,5,134,Critical,Global Congruent at 2,16,0,34,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
SMFWP,21,Experiment,1208,4,173,Critical,Global Congruent at 2,16,0,140,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
RFM,23,Experiment,699,6,100,Critical,Global Congruent at 6,16,0,44,0,G,Global,Congruent at 6,Congruent Stimuli with Target
FTM,2,Experiment,640,3,92,Critical,Local Congruent at 2,17,0,57,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,114,2,17,Critical,Global Congruent at 6,17,0,56,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
ADF,3,Experiment,239,1,35,Critical,Global Incongruent,17,0,63,0,U,Global,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,323,1,47,Critical,Local Congruent at 6,17,0,78,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
ADF,3,Experiment,360,3,52,Control,Global Multiple Incongruent,17,0,89,0,K,Global,Multiple Congruent until P2,Incongruent Stimuli with Target
ADF,3,Experiment,370,6,53,Control,Global Multiple Incongruent,17,0,90,0,U,Global,Multiple Congruent until P6,Congruent Stimuli with Target
ADF,3,Experiment,383,5,55,Critical,Global Congruent at 6,17,0,90,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
ADF,3,Experiment,412,6,59,Critical,Global Congruent at 2,17,0,93,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,592,4,85,Critical,Global Incongruent,17,0,114,0,K,Global,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,608,6,87,Critical,Global Congruent at 6,17,0,114,0,E,Global,Congruent at 6,Congruent Stimuli with Target
ADF,3,Experiment,635,5,91,Critical,Local Incongruent,17,0,114,0,G,Local,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,652,1,94,Critical,Global Incongruent,17,0,114,0,G,Global,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,669,4,96,Critical,Local Incongruent,17,0,116,0,K,Local,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,781,4,112,Critical,Global Incongruent,17,0,138,0,A,Global,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,1152,4,165,Critical,Local Congruent at 6,17,0,206,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
HWF,4,Experiment,1054,4,151,Critical,Global Congruent at 6,17,0,26,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
HBF,5,Experiment,770,7,110,Critical,Local Incongruent,17,0,18,0,A,Local,Incongruent,Incongruent Stimuli with Target
HBF,5,Experiment,1251,5,179,Critical,Global Incongruent,17,0,40,0,G,Global,Incongruent,Incongruent Stimuli with Target
LDF,8,Experiment,1173,4,168,Critical,Global Congruent at 2,17,0,56,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
LDF,8,Experiment,1208,4,173,Critical,Global Congruent at 6,17,0,56,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,1178,2,169,Critical,Global Incongruent,17,0,39,0,E,Global,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,1134,7,162,Critical,Global Congruent at 2,17,0,122,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
VSF,12,Experiment,1173,4,168,Critical,Global Congruent at 6,17,0,122,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
SEF,14,Experiment,1049,6,150,Critical,Local Incongruent,17,0,83,0,U,Local,Incongruent,Incongruent Stimuli with Target
SEF,14,Experiment,1165,3,167,Critical,Global Congruent at 6,17,0,89,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
SEF,14,Experiment,1187,4,170,Critical,Global Congruent at 2,17,0,89,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
DMF,17,Experiment,1203,6,172,Critical,Global Congruent at 2,17,0,86,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
SMFWP,21,Experiment,1140,6,163,Critical,Global Congruent at 2,17,0,140,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,977,4,140,Critical,Global Congruent at 6,18,0,43,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,1143,2,164,Critical,Global Congruent at 6,18,0,48,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,313,5,45,Critical,Global Incongruent,18,0,43,0,K,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,518,7,74,Critical,Global Congruent at 2,18,0,52,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,756,7,108,Critical,Global Incongruent,18,0,64,0,G,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,1132,5,162,Critical,Global Incongruent,18,0,85,0,G,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,1146,5,164,Critical,Local Congruent at 2,18,0,85,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,382,4,55,Critical,Global Congruent at 6,18,0,90,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
ADF,3,Experiment,386,1,56,Critical,Global Incongruent,18,0,90,0,G,Global,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,569,2,82,Critical,Global Incongruent,18,0,114,0,U,Global,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,631,1,91,Critical,Local Incongruent,18,0,114,0,G,Local,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,660,2,95,Control,Local All Random,18,0,114,0,U,Local,All Random,Congruent Stimuli with Target
ADF,3,Experiment,759,3,109,Control,Global All Random,18,0,136,0,G,Global,All Random,Congruent Stimuli with Target
ADF,3,Experiment,808,3,116,Control,Global All Random,18,0,140,0,E,Global,All Random,Incongruent Stimuli with Target
ADF,3,Experiment,825,6,118,Critical,Global Congruent at 6,18,0,147,0,A,Global,Congruent at 6,Congruent Stimuli with Target
ADF,3,Experiment,914,4,131,Critical,Global Congruent at 2,18,0,174,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,991,4,142,Critical,Global Congruent at 2,18,0,188,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,1030,1,148,Critical,Local Incongruent,18,0,198,0,U,Local,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,1227,2,176,Critical,Global Congruent at 2,18,0,208,0,G,Global,Congruent at 2,Congruent Stimuli with Target
DSM,6,Experiment,582,1,84,Critical,Global Congruent at 6,18,1,36,1,K,Global,Congruent at 6,Incongruent Stimuli with Target
LDF,8,Experiment,1095,3,157,Critical,Global Incongruent,18,0,56,0,U,Global,Incongruent,Incongruent Stimuli with Target
FCM,9,Experiment,1168,6,167,Critical,Global Congruent at 6,18,0,54,0,E,Global,Congruent at 6,Congruent Stimuli with Target
VSF,12,Experiment,587,6,84,Critical,Local Congruent at 6,18,0,52,0,U,Local,Congruent at 6,Congruent Stimuli with Target
VSF,12,Experiment,767,4,110,Control,Global Multiple Incongruent,18,0,72,0,U,Global,Multiple Congruent until P6,Congruent Stimuli with Target
VSF,12,Experiment,803,5,115,Critical,Global Congruent at 2,18,0,77,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
VSF,12,Experiment,898,2,129,Control,Local Multiple Incongruent,18,0,93,0,U,Local,Multiple Congruent until P6,Congruent Stimuli with Target
VSF,12,Experiment,900,4,129,Control,Local Multiple Incongruent,18,0,93,0,U,Local,Multiple Congruent until P6,Congruent Stimuli with Target
VSF,12,Experiment,1067,3,153,Critical,Global Incongruent,18,0,121,0,G,Global,Incongruent,Incongruent Stimuli with Target
SEF,14,Experiment,1160,5,166,Critical,Global Congruent at 6,18,0,89,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
SEF,14,Experiment,1218,7,174,Critical,Local Incongruent,18,0,89,0,E,Local,Incongruent,Incongruent Stimuli with Target
