F/L/Sex,ID,TrialType,Trial#,RunPosition#,Run#,ConditionType,Condition,RT,Error,TotalError,RepeatedError,Target,Globality,RunType,StimuliType
FCM,9,Experiment,1167,5,167,Critical,Global Congruent at 6,75,0,54,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,894,5,128,Critical,Local Congruent at 2,75,0,93,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
MLF,13,Experiment,1141,7,163,Critical,Local Congruent at 2,75,0,52,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
SEF,14,Experiment,958,6,137,Critical,Local Congruent at 6,75,0,78,0,K,Local,Congruent at 6,Congruent Stimuli with Target
DMF,17,Experiment,1204,7,172,Critical,Global Congruent at 2,75,0,86,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
SMFWP,21,Experiment,1176,7,168,Critical,Global Congruent at 6,75,0,140,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,1187,4,170,Critical,Local Incongruent,76,0,85,0,E,Local,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,384,6,55,Critical,Global Congruent at 6,76,0,90,0,U,Global,Congruent at 6,Congruent Stimuli with Target
ADF,3,Experiment,803,5,115,Critical,Local Congruent at 2,76,0,140,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
HBF,5,Experiment,1248,2,179,Critical,Global Incongruent,76,0,40,0,G,Global,Incongruent,Incongruent Stimuli with Target
SEF,14,Experiment,1040,4,149,Critical,Global Congruent at 2,76,0,83,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
LOF,16,Experiment,628,5,90,Critical,Global Congruent at 2,76,0,34,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
SMFWP,21,Experiment,1215,4,174,Critical,Global Incongruent,76,0,140,0,U,Global,Incongruent,Incongruent Stimuli with Target
ALF,22,Experiment,535,3,77,Critical,Local Congruent at 2,76,0,29,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
RFM,23,Experiment,588,7,84,Critical,Local Congruent at 6,76,0,41,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
RFM,23,Experiment,1204,7,172,Critical,Local Congruent at 6,76,0,66,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,485,2,70,Critical,Global Congruent at 2,77,0,22,0,A,Global,Congruent at 2,Congruent Stimuli with Target
FTM,2,Experiment,345,2,50,Critical,Local Congruent at 2,77,0,44,0,A,Local,Congruent at 2,Congruent Stimuli with Target
FTM,2,Experiment,714,7,102,Critical,Global Congruent at 6,77,0,61,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,830,4,119,Critical,Global Congruent at 6,77,0,70,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,1089,4,156,Critical,Global Congruent at 2,77,0,85,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,1164,2,167,Critical,Global Congruent at 6,77,0,85,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,1230,5,176,Critical,Local Congruent at 2,77,0,85,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,1131,4,162,Critical,Global Congruent at 6,77,0,206,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
ADF,3,Experiment,1237,5,177,Critical,Local Congruent at 2,77,0,208,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,1247,1,179,Critical,Local Congruent at 2,77,0,208,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
LDF,8,Experiment,1117,4,160,Critical,Global Congruent at 2,77,0,56,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
VSF,12,Experiment,546,7,78,Critical,Global Incongruent,77,0,52,0,E,Global,Incongruent,Incongruent Stimuli with Target
SEF,14,Experiment,993,6,142,Critical,Global Incongruent,77,0,79,0,A,Global,Incongruent,Incongruent Stimuli with Target
ALF,22,Experiment,1091,6,156,Critical,Global Congruent at 2,77,0,55,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
RFM,23,Experiment,545,6,78,Critical,Local Congruent at 2,77,0,40,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,604,2,87,Critical,Global Congruent at 2,78,0,56,0,E,Global,Congruent at 2,Congruent Stimuli with Target
FTM,2,Experiment,761,5,109,Critical,Local Congruent at 6,78,0,65,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,1152,4,165,Critical,Global Congruent at 2,78,0,85,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,327,5,47,Critical,Local Congruent at 6,78,0,78,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
ADF,3,Experiment,1153,5,165,Critical,Local Congruent at 6,78,0,206,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
ADF,3,Experiment,1228,3,176,Critical,Global Congruent at 2,78,0,208,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
VSF,12,Experiment,1166,4,167,Critical,Local Incongruent,78,0,122,0,A,Local,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,1232,7,176,Critical,Global Congruent at 6,78,0,122,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
SEF,14,Experiment,1082,4,155,Critical,Global Incongruent,78,0,89,0,A,Global,Incongruent,Incongruent Stimuli with Target
DCF,15,Experiment,1241,2,178,Critical,Global Congruent at 2,78,0,86,0,U,Global,Congruent at 2,Congruent Stimuli with Target
SMFWP,21,Experiment,1129,2,162,Critical,Global Incongruent,78,0,140,0,K,Global,Incongruent,Incongruent Stimuli with Target
ALF,22,Experiment,527,2,76,Critical,Global Incongruent,78,0,29,0,U,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,1202,5,172,Critical,Global Incongruent,79,0,85,0,E,Global,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,546,7,78,Critical,Local Incongruent,79,0,114,0,E,Local,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,1025,3,147,Critical,Local Congruent at 2,79,0,198,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
HBF,5,Experiment,572,5,82,Critical,Local Incongruent,79,0,16,0,U,Local,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,1032,3,148,Critical,Global Congruent at 6,79,0,121,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
SEF,14,Experiment,1069,5,153,Critical,Global Congruent at 2,79,0,83,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,935,4,134,Critical,Global Congruent at 2,79,0,64,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,936,5,134,Critical,Global Congruent at 2,79,0,64,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
SMFWP,21,Experiment,549,3,79,Critical,Global Congruent at 6,79,0,84,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,1180,4,169,Critical,Global Incongruent,80,0,85,0,K,Global,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,98,7,14,Critical,Local Congruent at 2,80,0,56,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,573,6,82,Critical,Global Incongruent,80,0,114,0,U,Global,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,666,1,96,Critical,Local Incongruent,80,0,116,0,K,Local,Incongruent,Incongruent Stimuli with Target
LDF,8,Experiment,923,6,132,Critical,Global Congruent at 6,80,0,51,0,A,Global,Congruent at 6,Congruent Stimuli with Target
VSF,12,Experiment,1154,6,165,Critical,Local Congruent at 6,80,0,122,0,E,Local,Congruent at 6,Congruent Stimuli with Target
SMFWP,21,Experiment,1144,3,164,Critical,Global Congruent at 2,80,0,140,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
SMFWP,21,Experiment,1204,7,172,Critical,Global Congruent at 6,80,0,140,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
SMFWP,21,Experiment,1231,6,176,Critical,Global Congruent at 2,80,0,141,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,1113,7,159,Critical,Global Congruent at 2,81,0,85,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,95,4,14,Critical,Local Congruent at 2,81,0,56,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,443,2,64,Critical,Local Congruent at 2,81,0,99,0,U,Local,Congruent at 2,Congruent Stimuli with Target
ADF,3,Experiment,1110,4,159,Critical,Global Congruent at 2,81,0,206,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
HBF,5,Experiment,829,3,119,Critical,Global Incongruent,81,0,20,0,U,Global,Incongruent,Incongruent Stimuli with Target
LDF,8,Experiment,473,4,68,Critical,Global Congruent at 6,81,0,27,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
DMF,17,Experiment,1122,2,161,Critical,Global Congruent at 2,81,0,85,0,U,Global,Congruent at 2,Congruent Stimuli with Target
SBF,1,Experiment,1200,3,172,Critical,Local Congruent at 6,82,0,48,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,1118,5,160,Critical,Global Congruent at 2,82,0,85,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,250,5,36,Critical,Global Incongruent,82,0,63,0,K,Global,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,322,7,46,Critical,Global Congruent at 2,82,0,78,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
HBF,5,Experiment,617,1,89,Critical,Local Congruent at 6,82,0,16,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,1092,7,156,Critical,Global Incongruent,82,0,52,0,A,Global,Incongruent,Incongruent Stimuli with Target
SEF,14,Experiment,583,2,84,Critical,Global Incongruent,82,0,49,0,G,Global,Incongruent,Incongruent Stimuli with Target
SMFWP,21,Experiment,1210,6,173,Critical,Global Congruent at 2,82,0,140,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
SMFWP,21,Experiment,1214,3,174,Critical,Global Incongruent,82,0,140,0,U,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,635,5,91,Critical,Local Congruent at 6,83,0,57,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,1018,3,146,Critical,Global Congruent at 6,83,0,82,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
LDF,8,Experiment,588,7,84,Critical,Global Congruent at 2,83,0,27,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
LDF,8,Experiment,634,4,91,Critical,Local Congruent at 6,83,0,27,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,1063,6,152,Critical,Global Congruent at 2,83,0,121,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,1216,5,174,Critical,Global Incongruent,83,0,86,0,G,Global,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,629,6,90,Critical,Global Incongruent,84,0,22,0,U,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,370,6,53,Critical,Global Congruent at 2,84,0,45,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,763,7,109,Critical,Local Congruent at 6,84,0,65,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
ADF,3,Experiment,718,4,103,Critical,Global Incongruent,84,0,124,0,U,Global,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,1143,2,164,Critical,Global Congruent at 2,84,0,206,0,K,Global,Congruent at 2,Congruent Stimuli with Target
JMJF,11,Experiment,1209,5,173,Critical,Global Congruent at 6,84,0,39,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,735,7,105,Critical,Global Incongruent,84,0,69,0,U,Global,Incongruent,Incongruent Stimuli with Target
SMFWP,21,Experiment,499,2,72,Critical,Local Congruent at 2,84,0,84,0,A,Local,Congruent at 2,Congruent Stimuli with Target
SMFWP,21,Experiment,857,3,123,Critical,Global Congruent at 2,84,0,118,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
ALF,22,Experiment,504,7,72,Critical,Global Congruent at 2,84,0,29,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
ALF,22,Experiment,618,2,89,Critical,Local Congruent at 6,84,0,29,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
ALF,22,Experiment,1211,7,173,Critical,Global Congruent at 6,84,0,58,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,986,6,141,Critical,Local Congruent at 2,85,0,81,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,893,4,128,Critical,Local Congruent at 6,85,0,166,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
ADF,3,Experiment,1122,2,161,Critical,Global Incongruent,85,0,206,0,U,Global,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,1130,3,162,Critical,Global Congruent at 6,85,0,206,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
LDF,8,Experiment,486,3,70,Critical,Local Incongruent,85,0,27,0,K,Local,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,574,7,82,Critical,Global Incongruent,85,0,52,0,G,Global,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,802,4,115,Critical,Global Congruent at 2,85,0,77,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,654,3,94,Critical,Global Congruent at 6,86,0,57,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,784,7,112,Critical,Global Congruent at 2,86,0,66,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,857,3,123,Critical,Global Congruent at 2,86,0,70,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,1174,5,168,Critical,Global Incongruent,86,0,85,0,A,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,1235,3,177,Critical,Local Congruent at 2,86,0,85,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,1173,4,168,Critical,Global Congruent at 6,86,0,207,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
LDF,8,Experiment,472,3,68,Critical,Global Congruent at 6,86,0,27,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
SEF,14,Experiment,1112,6,159,Critical,Global Congruent at 6,86,0,89,0,A,Global,Congruent at 6,Congruent Stimuli with Target
SEF,14,Experiment,1164,2,167,Critical,Global Congruent at 6,86,0,89,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
DCF,15,Experiment,1166,4,167,Critical,Global Congruent at 2,86,0,84,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
ALF,22,Experiment,1236,4,177,Critical,Local Incongruent,86,0,58,0,G,Local,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,598,3,86,Critical,Local Congruent at 6,86,0,41,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,567,7,81,Critical,Local Congruent at 6,87,0,54,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,627,4,90,Critical,Global Incongruent,87,0,57,0,E,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,882,7,126,Critical,Global Congruent at 2,87,0,70,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,1150,2,165,Critical,Global Congruent at 2,87,0,85,0,A,Global,Congruent at 2,Congruent Stimuli with Target
FTM,2,Experiment,1179,3,169,Critical,Global Incongruent,87,0,85,0,K,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,1188,5,170,Critical,Local Incongruent,87,0,85,0,E,Local,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,223,6,32,Critical,Global Incongruent,87,0,63,0,G,Global,Incongruent,Incongruent Stimuli with Target
DCF,15,Experiment,783,6,112,Critical,Global Congruent at 2,87,0,62,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
ALF,22,Experiment,560,7,80,Critical,Local Incongruent,87,0,29,0,G,Local,Incongruent,Incongruent Stimuli with Target
ALF,22,Experiment,1180,4,169,Critical,Global Congruent at 2,87,0,58,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,312,4,45,Critical,Global Incongruent,88,0,43,0,K,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,767,4,110,Critical,Local Incongruent,88,0,65,0,A,Local,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,858,4,123,Critical,Global Congruent at 2,88,0,70,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
HBF,5,Experiment,825,6,118,Critical,Global Incongruent,88,0,20,0,E,Global,Incongruent,Incongruent Stimuli with Target
LDF,8,Experiment,1148,7,164,Critical,Local Congruent at 6,88,0,56,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
LDF,8,Experiment,1202,5,172,Critical,Global Congruent at 2,88,0,56,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
VSF,12,Experiment,1175,6,168,Critical,Global Congruent at 6,88,0,122,0,A,Global,Congruent at 6,Congruent Stimuli with Target
MLF,13,Experiment,531,6,76,Critical,Global Congruent at 2,88,0,42,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
SMFWP,21,Experiment,791,7,113,Critical,Global Congruent at 6,88,0,110,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
RFM,23,Experiment,614,5,88,Critical,Local Incongruent,88,0,42,0,A,Local,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,454,6,65,Critical,Local Incongruent,89,0,50,0,A,Local,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,586,5,84,Critical,Global Congruent at 6,89,0,54,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,1008,7,144,Critical,Global Congruent at 2,89,0,82,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,766,3,110,Critical,Local Incongruent,89,0,136,0,U,Local,Incongruent,Incongruent Stimuli with Target
HBF,5,Experiment,577,3,83,Critical,Global Congruent at 6,89,0,16,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
LDF,8,Experiment,595,7,85,Critical,Local Incongruent,89,0,27,0,E,Local,Incongruent,Incongruent Stimuli with Target
SMFWP,21,Experiment,1130,3,162,Critical,Global Incongruent,89,0,140,0,K,Global,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,229,5,33,Critical,Local Congruent at 6,89,0,32,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
RFM,23,Experiment,703,3,101,Critical,Global Incongruent,89,0,44,0,U,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,707,7,101,Critical,Global Congruent at 6,90,0,61,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,788,4,113,Critical,Local Congruent at 6,90,0,66,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
ADF,3,Experiment,1085,7,155,Critical,Global Congruent at 6,90,0,205,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
HBF,5,Experiment,587,6,84,Critical,Global Congruent at 2,90,0,16,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
LDF,8,Experiment,1100,1,158,Critical,Global Incongruent,90,0,56,0,A,Global,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,826,7,118,Critical,Local Congruent at 6,90,0,80,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,1196,6,171,Critical,Local Incongruent,90,0,60,0,G,Local,Incongruent,Incongruent Stimuli with Target
SEF,14,Experiment,817,5,117,Critical,Local Congruent at 6,90,0,71,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
SSF,18,Experiment,1180,4,169,Critical,Global Congruent at 2,90,0,40,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,1140,6,163,Critical,Local Congruent at 6,91,0,85,0,G,Local,Congruent at 6,Congruent Stimuli with Target
FTM,2,Experiment,1181,5,169,Critical,Global Incongruent,91,0,85,0,K,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,1250,4,179,Critical,Local Congruent at 6,91,0,87,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
LDF,8,Experiment,1226,1,176,Critical,Local Incongruent,91,0,56,0,E,Local,Incongruent,Incongruent Stimuli with Target
